"table_column_name","description"
S181563,TOTAL: Households // Households with person(s) aged 0-15 With 1 person aged 0-15 Aged 5-15 // 3+ (Married Males(s) + Married Female(s) with or without others) // Households // Households with residents; residents in households
S181564,TOTAL: Households // Households with person(s) aged 0-15 With 2 or more aged 0-15 Aged 0-4 // 3+ (Married Males(s) + Married Female(s) with or without others) // Households // Households with residents; residents in households
S181565,TOTAL: Households // Households with person(s) aged 0-15 With 2 or more aged 0-15 Aged 5-15 // 3+ (Married Males(s) + Married Female(s) with or without others) // Households // Households with residents; residents in households
S181566,TOTAL: Households // Households with person(s) aged 0-15 With 2 or more aged 0-15 Others // 3+ (Married Males(s) + Married Female(s) with or without others) // Households // Households with residents; residents in households
S181567,TOTAL: Households // Households with no person aged 0-15 // 3+ (Other) // Households // Households with residents; residents in households
S181568,TOTAL: Households // Households with person(s) aged 0-15 // 3+ (Other) // Households // Households with residents; residents in households
S181569,TOTAL: Households // Households with person(s) aged 0-15 With 1 person aged 0-15 Aged 0-4 // 3+ (Other) // Households // Households with residents; residents in households
S181570,TOTAL: Households // Households with person(s) aged 0-15 With 1 person aged 0-15 Aged 5-15 // 3+ (Other) // Households // Households with residents; residents in households
S181571,TOTAL: Households // Households with person(s) aged 0-15 With 2 or more aged 0-15 Aged 0-4 // 3+ (Other) // Households // Households with residents; residents in households
S181572,TOTAL: Households // Households with person(s) aged 0-15 With 2 or more aged 0-15 Aged 5-15 // 3+ (Other) // Households // Households with residents; residents in households
S181573,TOTAL: Households // Households with person(s) aged 0-15 With 2 or more aged 0-15 Others // 3+ (Other) // Households // Households with residents; residents in households
S181574,TOTAL: Persons // Households with no person aged 0-15 // All households (Includes households with no persons usually resident aged 16 or over) // Persons // Households with residents; residents in households
S181575,TOTAL: Persons // Households with no person aged 0-15 persons Economically active // All households (Includes households with no persons usually resident aged 16 or over) // Persons // Households with residents; residents in households
S181576,TOTAL: Persons // Households with person(s) aged 0-15 // All households (Includes households with no persons usually resident aged 16 or over) // Persons // Households with residents; residents in households
S181577,TOTAL: Persons // Households with person(s) aged 0-15 Persons aged 16+ // All households (Includes households with no persons usually resident aged 16 or over) // Persons // Households with residents; residents in households
S181578,TOTAL: Persons // Households with person(s) aged 0-15 Persons Economically Active // All households (Includes households with no persons usually resident aged 16 or over) // Persons // Households with residents; residents in households
S181579,TOTAL: Persons // Households with no person aged 0-15 // 1 Male // Persons // Households with residents; residents in households
S181580,TOTAL: Persons // Households with no person aged 0-15 persons Economically active // 1 Male // Persons // Households with residents; residents in households
